location,ssid,network type,authentication,encryption,bssid,dbm,radio_type,channel
GSR2-1,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,f4:2e:7f:24:47:12,-90.0,802.11ac,124
GSR2-3/2,Allison,Infrastructure,,CCMP,90:3a:72:39:6b:38,-86.0,802.11n,11
GSR2-3/2,BayView Hotel BH 1,Infrastructure,Open,,02:0d:3c:2e:99:ef,-95.0,802.11a,140
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:62,-81.0,802.11n,1
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:72,-86.0,802.11ac,36
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:21,-78.0,802.11n,6
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:31,-77.0,802.11ac,112
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:81,-74.0,802.11n,1
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:91,-79.0,802.11ac,149
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:35:51,-93.0,802.11ac,104
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4a:31,-85.0,802.11ac,124
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:71,-93.0,802.11ac,116
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:a1,-79.0,802.11n,11
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:b1,-69.0,802.11ac,153
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:41,-86.0,802.11n,11
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:51,-82.0,802.11ac,56
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:81,-56.0,802.11n,6
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:91,-47.0,802.11ac,60
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:d2,-93.0,802.11ac,52
GSR2-3/2,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:82,-92.0,802.11n,1
GSR2-3/2,Intercom_AV_Control,Infrastructure,,CCMP,40:16:7e:c1:35:68,-96.0,802.11n,8
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,18:64:72:4c:9a:61,-81.0,802.11n,1
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,18:64:72:4c:9a:71,-86.0,802.11ac,36
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:62:a0:20,-78.0,802.11n,6
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:62:a0:30,-77.0,802.11ac,112
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:30:80,-75.0,802.11n,1
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:30:90,-78.0,802.11ac,149
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:35:50,-93.0,802.11ac,104
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:4a:30,-85.0,802.11ac,124
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:4f:70,-94.0,802.11ac,116
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:50:a0,-80.0,802.11n,11
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:50:b0,-69.0,802.11ac,153
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:57:40,-86.0,802.11n,11
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:57:50,-83.0,802.11ac,56
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:6b:80,-55.0,802.11n,6
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:6b:90,-47.0,802.11ac,60
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b4:5d:50:fd:b4:d0,-93.0,802.11ac,52
GSR2-3/2,SMU_Visitor,Infrastructure,Open,,b4:5d:50:fe:41:80,-92.0,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:60,-81.0,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:70,-86.0,802.11ac,36
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:22,-78.0,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:32,-77.0,802.11ac,112
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:82,-76.0,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:92,-78.0,802.11ac,149
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:35:52,-93.0,802.11ac,104
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4a:32,-85.0,802.11ac,124
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:72,-94.0,802.11ac,116
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:a2,-79.0,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:b2,-69.0,802.11ac,153
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:42,-86.0,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:52,-82.0,802.11ac,56
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:82,-55.0,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:92,-47.0,802.11ac,60
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:d1,-94.0,802.11ac,52
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:81,-91.0,802.11n,1
GSR2-4,70mai_d06_4d8a,Infrastructure,,CCMP,2c:05:47:84:4d:8a,-74.0,802.11n,6
GSR2-4,Allison,Infrastructure,,CCMP,90:3a:72:39:6b:38,-87.0,802.11n,11
GSR2-4,BayView Hotel BH 1,Infrastructure,Open,,02:0d:3c:2e:99:ef,-92.0,802.11a,140
GSR2-4,CS168-2096,Infrastructure,Open,,60:8a:10:ce:6e:42,-88.0,,2
GSR2-4,DIRECT-MBUX 28687,Infrastructure,,CCMP,9a:49:14:c9:94:05,-89.0,802.11n,11
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:62,-74.0,802.11n,1
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:72,-79.0,802.11ac,36
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,20:a6:cd:43:3c:72,-91.0,802.11ac,136
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:1f:b0,-91.0,802.11ac,120
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:31,-83.0,802.11ac,112
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:91,-84.0,802.11ac,149
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:35:51,-86.0,802.11ac,104
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4a:31,-89.0,802.11ac,124
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:71,-85.0,802.11ac,116
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:a1,-76.0,802.11n,11
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:b1,-64.0,802.11ac,153
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:41,-89.0,802.11n,11
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:51,-82.0,802.11ac,56
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:66:21,-84.0,802.11n,1
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:66:31,-89.0,802.11ac,48
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:81,-44.0,802.11n,6
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:91,-39.0,802.11ac,60
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:7f:31,-95.0,802.11ac,108
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:c2,-75.0,802.11n,1
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:d2,-88.0,802.11ac,52
GSR2-4,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:92,-94.0,802.11ac,100
GSR2-4,IROAD_X5_C1EFF3,Infrastructure,,CCMP,00:0f:00:c1:ef:f3,-80.0,802.11n,6
GSR2-4,SMU_Visitor,Infrastructure,Open,,18:64:72:4c:9a:71,-79.0,802.11ac,36
GSR2-4,SMU_Visitor,Infrastructure,Open,,20:a6:cd:43:3c:70,-92.0,802.11ac,136
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:62:1f:b1,-92.0,802.11ac,120
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:62:a0:30,-83.0,802.11ac,112
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:30:90,-84.0,802.11ac,149
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:35:50,-86.0,802.11ac,104
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:4a:30,-89.0,802.11ac,124
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:4f:70,-85.0,802.11ac,116
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:50:a0,-75.0,802.11n,11
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:50:b0,-64.0,802.11ac,153
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:57:40,-80.0,802.11n,11
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:57:50,-82.0,802.11ac,56
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:66:20,-84.0,802.11n,1
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:66:30,-89.0,802.11ac,48
GSR2-4,SMU_Visitor,Infrastructure,Open,,b0:b8:67:63:6b:80,-44.0,802.11n,6
