location,ssid,network type,authentication,encryption,bssid,dbm,radio_type,channel
GSR2-4,#FreeWiFi@TheALcove,,,,06:12:63:39:4f:27,-83.5,802.11ax,11
GSR2-4,Lazada One,,,,00:04:56:99:30:40,-93.5,802.11ac,11
GSR2-4,FB Staff-5G,,,,d2:21:f9:91:7c:71,-91.0,802.11n,6
GSR2-4,dlink-M920-dd51,,,,fc:12:63:39:4f:28,-81.0,802.11ax,36
GSR2-4,SMU_178902,,,,bc:22:28:42:dd:51,-91.0,802.11n,8
GSR2-4,dlink-M920-e017,,,,a0:36:bc:4b:66:40,-85.5,802.11ax,8
GSR2-4,QashierPOS_FlourishBakehouse,,,,bc:22:28:42:e0:17,-93.5,802.11n,9
GSR2-4,AUDIUTR,,,,3c:52:a1:35:f7:58,-82.5,802.11n,4
GSR2-4,TLOG_TQ800787,,,,10:a4:be:3d:d9:ef,-87.0,802.11n,1
GSR2-4,GNET_BB_G6_62CAFB,,,,ae:7a:4d:54:1a:f5,-89.0,802.11n,1
GSR2-4,Marbella-EX2Mini_D96F1C,,,,90:de:80:62:ca:fb,-91.0,802.11n,10
GSR2-4,Allison,,,,2c:05:47:d9:6f:1c,-89.0,802.11n,6
GSR2-4,IROAD_X5_2F1B55,,,,90:3a:72:39:6b:38,-89.0,802.11n,11
GSR2-4,theteapartyexpress,,,,1c:bf:ce:2f:1b:55,-77.0,802.11n,6
GSR2-4,#JyuGae_Guest,,,,a8:5e:45:45:4e:88,-87.0,802.11ac,7
GSR2-4,JyuGae_Staff,,,,ea:fa:c4:2a:b0:28,-93.5,802.11ax,11
GSR2-4,SMU_5G_178902,,,,e4:fa:c4:2a:b0:28,-92.0,802.11ax,11
GSR2-4,Thinkware_72,,,,a0:36:bc:4b:66:44,-87.0,802.11ax,40
GSR2-4,IROAD_X9_5A8508,,,,04:32:f4:9d:1a:72,-90.0,802.11n,11
GSR2-4,Thinkware_FE,,,,00:0f:00:5a:85:08,-90.0,802.11n,6
GSR2-4,DIRECT-MR-Android_728c,,,,04:32:f4:94:48:fe,-89.0,802.11n,1
GSR2-4,CS168-2138,,,,ea:9a:ff:ad:77:af,-94.5,802.11ac,161
GSR2-4,IROAD_FX2_16A3,,,,60:8a:10:ce:6e:66,-85.5,802.11g,4
GSR2-4,NewsPage5,,,,e0:e1:a9:98:16:a3,-88.0,802.11n,7
GSR2-4,CS168-2096,,,,a0:36:bc:44:71:40,-93.0,802.11ax,7
GSR2-4,Fuji A22,,,,60:8a:10:ce:6e:42,-83.5,802.11g,2
GSR2-4,Pronto Arigato SMU (Guest),,,,b6:dd:89:08:76:86,-83.5,802.11ac,6
GSR2-4,TP-Link_9AD2,,,,56:af:97:5f:7a:9c,-89.0,802.11ax,4
GSR2-4,The Ramen Kitchen,,,,78:8c:b5:f5:9a:d2,-93.5,802.11n,1
GSR2-4,Evan Toh,,,,d8:ec:5e:f9:57:86,-85.5,802.11ax,1
GSR2-4,SINGTEL-5P29,,,,de:a9:52:75:2f:b9,-89.0,802.11n,6
GSR2-4,Singtel8900-A007,,,,0c:8e:29:15:48:ee,-94.5,802.11n,11
GSR2-4,Singtel8900-A007,,,,e0:8e:3c:34:a0:08,-93.5,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:c1,-59.5,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,38:17:c3:0c:7f:e1,-83.5,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:91,-91.0,802.11ac,100
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:81,-87.0,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:d1,-67.5,802.11ac,52
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:3f:f1,-69.0,802.11ac,116
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:bd:51,-82.5,802.11ac,64
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:bd:41,-67.5,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:42,-87.0,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:7f:32,-71.5,802.11ac,108
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:22,-85.5,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:48:41,-80.0,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:92,-91.0,802.11ac,149
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:52,-90.0,802.11ac,56
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:32,-85.5,802.11ac,112
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:70,-92.0,802.11ac,36
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:62,-80.0,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:66:32,-92.0,802.11ac,48
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b0:81,-85.5,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:60,-85.5,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:35:52,-89.0,802.11ac,104
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b0:91,-87.0,802.11ac,48
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:d1,-87.0,802.11ac,52
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:92,-58.5,802.11ac,60
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4a:22,-82.5,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:82,-59.5,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:a2,-88.0,802.11n,11
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:82,-87.0,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:bf:42,-85.5,802.11n,6
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:66:22,-83.5,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:35:42,-91.0,802.11n,1
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4a:32,-91.0,802.11ac,124
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:72,-91.0,802.11ac,116
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:b2,-69.0,802.11ac,153
GSR2-3/2,WLAN-SMU,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:c1,-87.0,802.11n,1
GSR2-3/2,eduroam,,,,b4:5d:50:fe:3f:e1,-75.0,802.11n,11
GSR2-3/2,eduroam,,,,b4:5d:50:fe:3f:f2,-69.0,802.11ac,116
GSR2-3/2,eduroam,,,,b4:5d:50:fe:41:82,-89.0,802.11n,1
GSR2-3/2,eduroam,,,,b4:5d:50:fe:41:d2,-67.5,802.11ac,52
GSR2-3/2,eduroam,,,,b4:5d:50:fd:bd:52,-82.5,802.11ac,64
GSR2-3/2,eduroam,,,,b4:5d:50:fd:bd:42,-69.0,802.11n,11
GSR2-3/2,eduroam,,,,b0:b8:67:63:57:41,-85.5,802.11n,11
GSR2-3/2,eduroam,,,,b0:b8:67:63:30:81,-88.0,802.11n,1
GSR2-3/2,eduroam,,,,b0:b8:67:63:7f:21,-78.5,802.11n,6
GSR2-3/2,eduroam,,,,b0:b8:67:62:a0:21,-84.5,802.11n,6
GSR2-3/2,eduroam,,,,b0:b8:67:63:30:91,-91.0,802.11ac,149
GSR2-3/2,eduroam,,,,b4:5d:50:fe:41:c2,-59.5,802.11n,6
GSR2-3/2,eduroam,,,,b0:b8:67:63:7f:31,-71.5,802.11ac,108
GSR2-3/2,eduroam,,,,b0:b8:67:62:a0:31,-87.0,802.11ac,112
GSR2-3/2,eduroam,,,,b0:b8:67:63:4f:71,-88.0,802.11ac,116
GSR2-3/2,eduroam,,,,18:64:72:4c:9a:72,-91.0,802.11ac,36
GSR2-3/2,eduroam,,,,b4:5d:50:fe:41:92,-91.0,802.11ac,100
GSR2-3/2,eduroam,,,,b0:b8:67:63:4f:61,-81.0,802.11n,6
GSR2-3/2,eduroam,,,,18:64:72:4c:9a:62,-84.5,802.11n,1
GSR2-3/2,eduroam,,,,b0:b8:67:63:6b:81,-59.5,802.11n,6
GSR2-3/2,eduroam,,,,b4:5d:50:fd:b0:92,-88.0,802.11ac,48
GSR2-3/2,eduroam,,,,b0:b8:67:63:4a:21,-83.5,802.11n,11
GSR2-3/2,eduroam,,,,b0:b8:67:63:6b:91,-59.0,802.11ac,60
GSR2-3/2,eduroam,,,,b0:b8:67:63:50:a1,-89.0,802.11n,11
GSR2-3/2,eduroam,,,,b0:b8:67:63:35:51,-88.0,802.11ac,104
GSR2-3/2,eduroam,,,,b4:5d:50:fe:48:42,-80.0,802.11n,6
GSR2-3/2,eduroam,,,,b0:b8:67:63:57:51,-90.0,802.11ac,56
GSR2-3/2,eduroam,,,,b4:5d:50:fe:3d:02,-91.0,802.11n,6
GSR2-3/2,eduroam,,,,b0:b8:67:63:66:31,-91.0,802.11ac,48
GSR2-3/2,eduroam,,,,b0:b8:67:63:66:21,-89.0,802.11n,1
GSR2-3/2,eduroam,,,,b0:b8:67:63:35:41,-91.0,802.11n,1
GSR2-3/2,eduroam,,,,b4:5d:50:fd:b0:82,-85.5,802.11n,11
GSR2-3/2,eduroam,,,,b4:5d:50:fd:b4:d2,-82.5,802.11ac,52
GSR2-3/2,eduroam,,,,38:17:c3:0c:7f:e2,-80.0,802.11n,6
GSR2-3/2,eduroam,,,,b0:b8:67:63:4a:31,-92.0,802.11ac,124
GSR2-3/2,eduroam,,,,b0:b8:67:63:50:b1,-69.0,802.11ac,153
GSR2-3/2,eduroam,,,,b4:5d:50:fd:b4:c2,-87.0,802.11n,1
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:3f:e2,-75.0,802.11n,11
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:41:c0,-59.5,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:41:80,-85.5,802.11n,1
GSR2-3/2,SMU_Visitor,,,,38:17:c3:0c:7f:e0,-82.5,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:41:d0,-67.5,802.11ac,52
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fd:bd:50,-82.5,802.11ac,64
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fd:bd:40,-69.0,802.11n,11
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:7f:20,-80.0,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:57:40,-85.5,802.11n,11
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:62:a0:20,-85.5,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:30:90,-91.0,802.11ac,149
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:7f:30,-71.5,802.11ac,108
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:62:a0:30,-84.5,802.11ac,112
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:66:30,-88.0,802.11ac,48
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:66:20,-85.5,802.11n,1
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:4f:70,-88.0,802.11ac,116
GSR2-3/2,SMU_Visitor,,,,18:64:72:4c:9a:71,-92.0,802.11ac,36
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:35:40,-91.0,802.11n,1
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fd:b0:80,-85.5,802.11n,11
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:4f:60,-80.0,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fd:b0:90,-89.0,802.11ac,48
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:6b:90,-59.0,802.11ac,60
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:4a:20,-83.5,802.11n,11
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:50:a0,-87.0,802.11n,11
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:41:90,-93.0,802.11ac,100
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:30:80,-90.0,802.11n,1
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:57:50,-90.0,802.11ac,56
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:35:50,-89.0,802.11ac,104
GSR2-3/2,SMU_Visitor,,,,18:64:72:4c:9a:61,-83.5,802.11n,1
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fd:b4:d0,-83.5,802.11ac,52
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:6b:80,-59.5,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:50:b0,-69.0,802.11ac,153
GSR2-3/2,SMU_Visitor,,,,b0:b8:67:63:4a:30,-90.0,802.11ac,124
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fd:b4:c0,-87.0,802.11n,1
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:48:40,-84.5,802.11n,6
GSR2-3/2,SMU_Visitor,,,,b4:5d:50:fe:3f:e0,-75.0,802.11n,11
GSR2-3/2,VOLVO-f085c1f14f9a,,,,b4:5d:50:fe:3f:f0,-69.0,802.11ac,116
GSR2-3/2,,,,,f0:85:c1:f1:4f:9a,-88.0,802.11n,1
GSR2-3/2,,,,,3e:1e:e1:86:83:26,-90.0,802.11n,6
GSR2-3/2,,,,,de:ec:5e:f9:57:86,-92.0,802.11ax,1
GSR2-3/2,SMU_178902,,,,f2:38:83:5a:1b:46,-93.0,802.11ax,1
GSR2-3/2,IROAD_X9_55C434,,,,a0:36:bc:4b:66:40,-85.5,802.11ax,8
GSR2-3/2,T2-409ca7a5df8d,,,,00:0f:00:55:c4:34,-85.5,802.11n,6
GSR2-3/2,AUDIUTR,,,,40:9c:a7:a5:df:8d,-92.0,802.11n,6
GSR2-3/2,TLOG_TQ800787,,,,10:a4:be:3d:d9:ef,-92.0,802.11n,1
GSR2-3/2,GNET_BB_G6_62CAFB,,,,ae:7a:4d:54:1a:f5,-89.0,802.11n,1
GSR2-3/2,Marbella-EX2Mini_D96F1C,,,,90:de:80:62:ca:fb,-91.0,802.11n,10
GSR2-3/2,Allison,,,,2c:05:47:d9:6f:1c,-89.0,802.11n,6
GSR2-3/2,IROAD_X5_2F1B55,,,,90:3a:72:39:6b:38,-88.0,802.11n,11
GSR2-3/2,theteapartyexpress,,,,1c:bf:ce:2f:1b:55,-90.0,802.11n,6
GSR2-3/2,SeiryuMobile,,,,a8:5e:45:45:4e:88,-87.0,802.11ac,7
GSR2-3/2,#JyuGae_Guest,,,,2e:c9:38:06:a7:8d,-83.5,802.11n,11
GSR2-3/2,JyuGae_Staff,,,,ea:fa:c4:2a:b0:28,-93.5,802.11ax,11
GSR2-3/2,SMU_5G_178902,,,,e4:fa:c4:2a:b0:28,-92.0,802.11ax,11
GSR2-3/2,CS168-2138,,,,a0:36:bc:4b:66:44,-87.0,802.11ax,40
GSR2-3/2,IROAD_FX2_16A3,,,,60:8a:10:ce:6e:66,-85.5,802.11g,4
GSR2-3/2,NewsPage5,,,,e0:e1:a9:98:16:a3,-88.0,802.11n,7
GSR2-3/2,CS168-2096,,,,a0:36:bc:44:71:40,-93.5,802.11ax,7
GSR2-3/2,Fuji A22,,,,60:8a:10:ce:6e:42,-83.5,802.11g,2
GSR2-3/2,TP-Link_9AD2,,,,b6:dd:89:08:76:86,-83.5,802.11ac,6
GSR2-3/2,The Ramen Kitchen,,,,78:8c:b5:f5:9a:d2,-92.0,802.11n,1
GSR2-3/2,Evan Toh,,,,d8:ec:5e:f9:57:86,-85.5,802.11ax,1
GSR2-3/2,Evan Toh,,,,de:a9:52:75:2f:b9,-89.0,802.11n,6
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:3f:f2,-69.0,802.11ac,116
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:82,-89.0,802.11n,1
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:51:d0,-88.0,802.11ac,64
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,20:a6:cd:43:3c:72,-91.0,802.11ac,136
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:41,-88.0,802.11n,11
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:81,-73.5,802.11n,1
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:7f:21,-78.5,802.11n,6
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:21,-82.5,802.11n,6
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:30:91,-75.0,802.11ac,149
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:7f:31,-71.5,802.11ac,108
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:1f:b0,-89.0,802.11ac,120
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:62:a0:31,-83.5,802.11ac,112
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:71,-87.0,802.11ac,116
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:72,-61.0,802.11ac,36
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fe:41:92,-92.0,802.11ac,100
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4f:61,-80.0,802.11n,6
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,18:64:72:4c:9a:62,-66.5,802.11n,1
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:81,-60.0,802.11n,6
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b0:92,-87.0,802.11ac,48
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:6b:91,-62.5,802.11ac,60
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:63:90,-90.0,802.11ac,60
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:a1,-84.5,802.11n,11
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:35:51,-91.0,802.11ac,104
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:57:51,-88.0,802.11ac,56
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:66:31,-78.5,802.11ac,48
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:66:21,-81.0,802.11n,1
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b0:82,-85.5,802.11n,11
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:d2,-71.5,802.11ac,52
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,38:17:c3:0c:7f:e2,-83.5,802.11n,6
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:4a:31,-84.5,802.11ac,124
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b0:b8:67:63:50:b1,-80.0,802.11ac,153
GSR2-1,eduroam,Infrastructure,WPA2-Enterprise,CCMP,b4:5d:50:fd:b4:c2,-90.0,802.11n,1
GSR2-1,WLAN-SMU,,,,b4:5d:50:fe:3f:e2,-75.0,802.11n,11
GSR2-1,WLAN-SMU,,,,38:17:c3:0c:7f:e1,-85.5,802.11n,6
GSR2-1,WLAN-SMU,,,,b4:5d:50:fe:41:91,-91.0,802.11ac,100
GSR2-1,WLAN-SMU,,,,b4:5d:50:fe:41:81,-87.0,802.11n,1
GSR2-1,WLAN-SMU,,,,b4:5d:50:fe:3f:f1,-69.0,802.11ac,116
GSR2-1,WLAN-SMU,,,,b0:b8:67:62:1f:b2,-90.0,802.11ac,120
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:57:42,-90.0,802.11n,11
GSR2-1,WLAN-SMU,,,,20:a6:cd:43:3c:71,-91.0,802.11ac,136
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:7f:32,-71.5,802.11ac,108
GSR2-1,WLAN-SMU,,,,b0:b8:67:62:a0:22,-88.0,802.11n,6
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:30:92,-75.0,802.11ac,149
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:57:52,-88.0,802.11ac,56
GSR2-1,WLAN-SMU,,,,b0:b8:67:62:a0:32,-84.5,802.11ac,112
GSR2-1,WLAN-SMU,,,,18:64:72:4c:9a:70,-61.0,802.11ac,36
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:4f:62,-81.0,802.11n,6
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:66:32,-92.0,802.11ac,48
GSR2-1,WLAN-SMU,,,,b4:5d:50:fd:b0:81,-85.5,802.11n,11
GSR2-1,WLAN-SMU,,,,18:64:72:4c:9a:60,-66.5,802.11n,1
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:35:52,-90.0,802.11ac,104
GSR2-1,WLAN-SMU,,,,b4:5d:50:fd:b0:91,-87.0,802.11ac,48
GSR2-1,WLAN-SMU,,,,b4:5d:50:fd:b4:d1,-90.0,802.11ac,52
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:6b:92,-59.0,802.11ac,60
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:4a:22,-91.0,802.11n,11
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:6b:82,-60.0,802.11n,6
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:63:92,-89.0,802.11ac,60
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:50:a2,-84.5,802.11n,11
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:30:82,-73.5,802.11n,1
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:66:22,-84.5,802.11n,1
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:35:42,-84.5,802.11n,1
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:4a:32,-85.5,802.11ac,124
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:4f:72,-87.0,802.11ac,116
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:51:d2,-88.0,802.11ac,64
GSR2-1,WLAN-SMU,,,,b0:b8:67:63:50:b2,-80.0,802.11ac,153
GSR2-1,WLAN-SMU,,,,b4:5d:50:fd:b4:c1,-91.0,802.11n,1
GSR2-1,SMU_Visitor,,,,b4:5d:50:fe:3f:e1,-75.0,802.11n,11
GSR2-1,SMU_Visitor,,,,b4:5d:50:fe:41:80,-85.5,802.11n,1
GSR2-1,SMU_Visitor,,,,38:17:c3:0c:7f:e0,-82.5,802.11n,6
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:7f:20,-80.0,802.11n,6
GSR2-1,SMU_Visitor,,,,b0:b8:67:62:1f:b1,-90.0,802.11ac,120
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:57:40,-89.0,802.11n,11
GSR2-1,SMU_Visitor,,,,20:a6:cd:43:3c:70,-90.0,802.11ac,136
GSR2-1,SMU_Visitor,,,,b0:b8:67:62:a0:20,-71.5,802.11n,6
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:30:90,-75.0,802.11ac,149
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:7f:30,-71.5,802.11ac,108
GSR2-1,SMU_Visitor,,,,b0:b8:67:62:a0:30,-84.5,802.11ac,112
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:66:30,-91.0,802.11ac,48
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:66:20,-85.5,802.11n,1
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:4f:70,-87.0,802.11ac,116
GSR2-1,SMU_Visitor,,,,18:64:72:4c:9a:71,-62.5,802.11ac,36
GSR2-1,SMU_Visitor,,,,b4:5d:50:fd:b0:80,-85.5,802.11n,11
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:4f:60,-80.0,802.11n,6
GSR2-1,SMU_Visitor,,,,b4:5d:50:fd:b0:90,-88.0,802.11ac,48
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:6b:90,-62.5,802.11ac,60
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:63:91,-90.0,802.11ac,60
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:50:a0,-83.5,802.11n,11
GSR2-1,SMU_Visitor,,,,b4:5d:50:fe:41:90,-93.0,802.11ac,100
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:51:d1,-87.0,802.11ac,64
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:30:80,-73.5,802.11n,1
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:57:50,-88.0,802.11ac,56
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:35:50,-91.0,802.11ac,104
GSR2-1,SMU_Visitor,,,,18:64:72:4c:9a:61,-66.5,802.11n,1
GSR2-1,SMU_Visitor,,,,b4:5d:50:fd:b4:d0,-71.5,802.11ac,52
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:6b:80,-60.0,802.11n,6
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:50:b0,-80.0,802.11ac,153
GSR2-1,SMU_Visitor,,,,b0:b8:67:63:4a:30,-85.5,802.11ac,124
GSR2-1,SMU_Visitor,,,,b4:5d:50:fd:b4:c0,-87.0,802.11n,1
GSR2-1,SMU_Visitor,,,,b4:5d:50:fe:3f:e0,-75.0,802.11n,11
GSR2-1,HELLA_DR 820_B1B2A4,,,,b4:5d:50:fe:3f:f0,-69.0,802.11ac,116
GSR2-1,i-DRIVE_i12pro_7B855D,,,,1c:bf:ce:b1:b2:a4,-91.0,802.11n,6
